Mod:Item:MetaData, Localized Name
industrialupgrade:basemachine1:6, Perfect Geothermal Generator
industrialupgrade:basemachine1:7, Improved Nuclear Reactor
industrialupgrade:basemachine1:8, Advanced Nuclear Reactor
industrialupgrade:basemachine1:9, Perfect Nuclear Reactor
industrialupgrade:basemachine1:10, Enrichment
industrialupgrade:basemachine1:11, Nuclear Fusion Reactor
industrialupgrade:basemachine1:12, Mineral Separator
industrialupgrade:basemachine1:13, Wither Manufacturer
industrialupgrade:basemachine1:14, Magnetic Catcher
industrialupgrade:basemachine1:15, Magnetic Generator
industrialupgrade:basemachine2:0, §9Combined Matter Generator
industrialupgrade:basemachine2:1, Fishing Machine
industrialupgrade:basemachine2:2, Analyzer
industrialupgrade:basemachine2:3, Dyeing Machine
industrialupgrade:basemachine2:4, Diesel Generator
industrialupgrade:basemachine2:5, Gasoline Generator
industrialupgrade:basemachine2:6, Improved Pump
industrialupgrade:basemachine2:7, Advanced Pump
industrialupgrade:basemachine2:8, Experience Storage
industrialupgrade:basemachine2:9, Hydrogen Generator
industrialupgrade:basemachine2:10, Obsidian Generator
industrialupgrade:basemachine2:11, Chemical Plant
industrialupgrade:basemachine2:12, Lava Generator
industrialupgrade:basemachine2:13, Plastic Plate Machine
industrialupgrade:basemachine2:14, Helium Generator
industrialupgrade:basemachine2:15, Electrolyzer
industrialupgrade:solid:0, Air Solid Matter Generator
industrialupgrade:solid:1, Water Solid Matter Generator
industrialupgrade:solid:2, Earth Solid Matter Generator
industrialupgrade:solid:3, Ender Solid Matter Generator
industrialupgrade:solid:4, Solid Matter Generator
industrialupgrade:solid:5, Nether Solid Matter Generator
industrialupgrade:solid:6, Night Solid Matter Generator
industrialupgrade:solid:7, Solar Solid Matter Generator
simplyquarries:simplyquarries:0, Quarry
simplyquarries:simplyquarries:1, Advanced Quarry
simplyquarries:simplyquarries:2, Improved Quarry
simplyquarries:simplyquarries:3, Perfect Quarry
industrialupgrade:imp_chamber:0, Advanced Reactor Chamber
industrialupgrade:adv_chamber:0, Improved Reactor Chamber
ic2:te:1, Industrial TNT
ic2:te:2, Nuke
ic2:te:3, Generator
ic2:te:4, Geothermal Generator
ic2:te:5, Kinetic Generator
ic2:te:6, Radioisotope Thermoelectric Generator
ic2:te:7, Semifluid Generator
ic2:te:8, Solar Panel
ic2:te:9, Stirling Generator
ic2:te:10, Water Mill
ic2:te:11, Wind Mill
ic2:te:12, Electric Heater
ic2:te:13, Liquid Fuel Firebox
ic2:te:14, Radioisotope Heat Generator
ic2:te:15, Solid Fuel Firebox
ic2:te:16, Electric Motor
ic2:te:17, Manual Kinetic Generator
ic2:te:18, Steam Turbine
ic2:te:19, Stirling Kinetic Generator
ic2:te:20, Water Turbine
ic2:te:21, Wind Turbine
ic2:te:22, Nuclear Reactor
ic2:te:23, Reactor Access Hatch
ic2:te:24, Reactor Chamber
ic2:te:25, Reactor Fluid Port
ic2:te:26, Reactor Redstone Port
ic2:te:27, Condenser
ic2:te:28, Bottling Plant
ic2:te:29, Fluid Distributor
ic2:te:30, Fluid Regulator
ic2:te:31, Liquid Heat Exchanger
ic2:te:32, Pump
ic2:te:33, Solar Distiller
ic2:te:34, Steam Boiler
ic2:te:35, Item Buffer
ic2:te:36, Luminator
ic2:te:37, Magnetizer
ic2:te:38, Electric Sorting Machine
ic2:te:39, Teleporter
ic2:te:40, Terraformer
ic2:te:41, Tesla Coil
ic2:te:42, Fluid/Solid Canning Machine
ic2:te:43, Compressor
ic2:te:44, Electric Furnace
ic2:te:45, Extractor
ic2:te:46, Iron Furnace
ic2:te:47, Macerator
ic2:te:48, Recycler
ic2:te:49, Solid Canning Machine
ic2:te:50, Blast Furnace
ic2:te:51, Block Cutting Machine
ic2:te:52, Thermal Centrifuge
ic2:te:53, Fermenter
ic2:te:54, Induction Furnace
ic2:te:55, Metal Former
ic2:te:56, Ore Washing Plant
ic2:te:57, Advanced Miner
ic2:te:58, Crop Harvester
ic2:te:59, Crop-Matron
ic2:te:60, Miner
ic2:te:92, Mass Fabricator
ic2:te:93, UU Assembly Bench
ic2:te:61, Matter Fabricator
ic2:te:62, Pattern Storage
ic2:te:63, Replicator
ic2:te:64, Scanner
ic2:te:65, Energy-O-Mat
ic2:te:66, Personal Safe
ic2:te:67, Trade-O-Mat
ic2:te:94, Trading Terminal
ic2:te:68, Charge Pad (BatBox)
ic2:te:69, Charge Pad (CESU)
ic2:te:70, Charge Pad (MFE)
ic2:te:71, Charge Pad (MFSU)
ic2:te:72, BatBox
ic2:te:73, CESU
ic2:te:74, MFE
ic2:te:75, MFSU
ic2:te:76, Electrolyzer
ic2:te:77, LV-Transformer
ic2:te:78, MV-Transformer
ic2:te:79, HV-Transformer
ic2:te:80, EV-Transformer
ic2:te:81, Tank
ic2:te:82, Chunk Loader
ic2:te:83, Compact Item Buffer
ic2:te:86, Creative Generator
ic2:te:87, Steam Re-Pressurizer
ic2:te:90, Weighted Fluid Distributor
ic2:te:91, Weighted Item Distributor
ic2:te:84, Reactor Coolant Injector (RSH)
ic2:te:85, Reactor Coolant Injector (LZH)
ic2:te:88, Industrial Workbench
ic2:te:89, Batch Crafter
ic2:te:100, Coke Kiln
ic2:te:101, Coke Kiln Hatch
ic2:te:102, Coke Kiln Grate
ic2:te:111, Wooden Storage Box
ic2:te:112, Iron Storage Box
ic2:te:113, Bronze Storage Box
ic2:te:114, Steel Storage Box
ic2:te:115, Iridium Storage Box
ic2:te:131, Bronze Tank
ic2:te:132, Iron Tank
ic2:te:133, Steel Tank
ic2:te:134, Iridium Tank
industrialupgrade:imp_se_gen:0, Advanced Solar Energy Generator
industrialupgrade:machines:0, §8Advanced Solar Panel
industrialupgrade:machines:1, §3Hybrid Solar Panel
industrialupgrade:machines:2, §9Perfect Hybrid Solar Panel
industrialupgrade:machines:3, §2Quantum Solar Panel
industrialupgrade:machines:4, §eSpectral Solar Panel
industrialupgrade:machines:5, §5Protonic Solar Panel
industrialupgrade:machines:6, §8Singular Solar Panel
industrialupgrade:machines:7, §cDiffractive Solar Panel
industrialupgrade:machines:8, §aPhotonic Solar Panel
industrialupgrade:machines:9, §9Neutron Solar Panel
industrialupgrade:machines:10, §dBaryon Solar Panel
industrialupgrade:machines:11, §dHadron Solar Panel
industrialupgrade:machines:12, §dGraviton Solar Panel
industrialupgrade:machines:13, §dQuark Solar Panel
industrialupgrade:moremachine:0, Improved Macerator
industrialupgrade:moremachine:1, Advanced Macerator
industrialupgrade:moremachine:2, Perfect Macerator
industrialupgrade:moremachine:3, Improved Compressor
industrialupgrade:moremachine:4, Advanced Compressor
industrialupgrade:moremachine:5, Perfect Compressor
industrialupgrade:moremachine:6, Improved Electric Furnace
industrialupgrade:moremachine:7, Advanced Electric Furnace
industrialupgrade:moremachine:8, Perfect Electric Furnace
industrialupgrade:moremachine:9, Improved Extractor
industrialupgrade:moremachine:10, Advanced Extractor
industrialupgrade:moremachine:11, Perfect Extractor
industrialupgrade:moremachine:12, Improved Metal Former
industrialupgrade:moremachine:13, Advanced Metal Former
industrialupgrade:moremachine:14, Perfect Metal Former
industrialupgrade:moremachine1:0, Improved Recycler
industrialupgrade:moremachine1:1, Advanced Recycler
industrialupgrade:moremachine1:2, Perfect Recycler
industrialupgrade:moremachine1:3, Improved Combined Recycler
industrialupgrade:moremachine1:4, Advanced Combined Recycler
industrialupgrade:moremachine1:5, Perfect Combined Recycle
industrialupgrade:moremachine1:6, Combined Macerator
industrialupgrade:moremachine1:7, Improved Combined Macerator
industrialupgrade:moremachine1:8, Advanced Combined Macerator
industrialupgrade:moremachine1:9, Perfect Combined Macerator
industrialupgrade:wiring_storage:0, §eImproved MFSU
industrialupgrade:wiring_storage:0, §eImproved MFSU
industrialupgrade:wiring_storage:1, §bAdvanced MFSU
industrialupgrade:wiring_storage:1, §bAdvanced MFSU
industrialupgrade:wiring_storage:2, BatBox
industrialupgrade:wiring_storage:2, BatBox
industrialupgrade:wiring_storage:3, MFE
industrialupgrade:wiring_storage:3, MFE
industrialupgrade:wiring_storage:4, MFSU
industrialupgrade:wiring_storage:4, MFSU
industrialupgrade:wiring_storage:5, CESU
industrialupgrade:wiring_storage:5, CESU
industrialupgrade:wiring_storage:6, Perfect MFSU
industrialupgrade:wiring_storage:6, Perfect MFSU
industrialupgrade:wiring_storage:7, Baryon MFSU
industrialupgrade:wiring_storage:7, Baryon MFSU
industrialupgrade:wiring_storage:8, Hadron MFSU
industrialupgrade:wiring_storage:8, Hadron MFSU
industrialupgrade:wiring_storage:9, Graviton MFSU
industrialupgrade:wiring_storage:9, Graviton MFSU
industrialupgrade:wiring_storage:10, Quark MFSU
industrialupgrade:wiring_storage:10, Quark MFSU
industrialupgrade:moremachine2:0, Rolling Machine
industrialupgrade:moremachine2:1, Improved Rolling Machine
industrialupgrade:moremachine2:2, Advanced Rolling Machine
industrialupgrade:moremachine2:3, Perfect Rolling Machine
industrialupgrade:moremachine2:4, Extruder
industrialupgrade:moremachine2:5, Improved Extrude
industrialupgrade:moremachine2:6, Advanced Extruder
industrialupgrade:moremachine2:7, Perfect Extruder
industrialupgrade:moremachine2:8, Cutting Machine
industrialupgrade:moremachine2:9, Improved Cutting Machine
industrialupgrade:moremachine2:10, Advanced Cutting Machine
industrialupgrade:moremachine2:11, Perfect Cutting Machine
industrialupgrade:wiring_chargepad:0, Charge Pad (Improved MFSU)
industrialupgrade:wiring_chargepad:0, Charge Pad (Improved MFSU)
industrialupgrade:wiring_chargepad:1, Charge Pad (Advanced MFSU)
industrialupgrade:wiring_chargepad:1, Charge Pad (Advanced MFSU)
industrialupgrade:wiring_chargepad:2, Charge Pad (BatBox)
industrialupgrade:wiring_chargepad:2, Charge Pad (BatBox)
industrialupgrade:wiring_chargepad:3, Charge Pad (CESU)
industrialupgrade:wiring_chargepad:3, Charge Pad (CESU)
industrialupgrade:wiring_chargepad:4, Charge Pad (MFE)
industrialupgrade:wiring_chargepad:4, Charge Pad (MFE)
industrialupgrade:wiring_chargepad:5, Charge Pad (MFSU)
industrialupgrade:wiring_chargepad:5, Charge Pad (MFSU)
industrialupgrade:wiring_chargepad:6, Charge Pad (Perfect MFSU)
industrialupgrade:wiring_chargepad:6, Charge Pad (Perfect MFSU)
industrialupgrade:wiring_chargepad:7, Charge Pad (Baryon MFSU)
industrialupgrade:wiring_chargepad:7, Charge Pad (Baryon MFSU)
industrialupgrade:wiring_chargepad:8, Charge Pad (Hadron MFSU)
industrialupgrade:wiring_chargepad:8, Charge Pad (Hadron MFSU)
industrialupgrade:wiring_chargepad:9, Charge Pad (Graviton MFSU)
industrialupgrade:wiring_chargepad:9, Charge Pad (Graviton MFSU)
industrialupgrade:wiring_chargepad:10, Charge Pad (Quark MFSU)
industrialupgrade:wiring_chargepad:10, Charge Pad (Quark MFSU)
industrialupgrade:moremachine3:0, Autonomous Farm
industrialupgrade:moremachine3:1, Improved Autonomous Farm
industrialupgrade:moremachine3:2, Advanced Autonomous Farm
industrialupgrade:moremachine3:3, Perfect Autonomous Farm
industrialupgrade:moremachine3:4, Scrap Assembler
industrialupgrade:moremachine3:5, Improved Scrap Assembler
industrialupgrade:moremachine3:6, Advanced Scrap Assembler
industrialupgrade:moremachine3:7, Perfect Scrap Assembler
industrialupgrade:gen_sunnarium_plate:0, Sunnarium Plate Manufacturer
industrialupgrade:per_chamber:0, Perfect Reactor Chamber
ic2:resource:0, Basalt
ic2:resource:1, Copper Ore
ic2:resource:2, Lead Ore
ic2:resource:3, Tin Ore
ic2:resource:4, Uranium Ore
ic2:resource:5, Bronze Block
ic2:resource:6, Copper Block
ic2:resource:7, Lead Block
ic2:resource:8, Steel Block
ic2:resource:9, Tin Block
ic2:resource:10, Uranium Block
ic2:resource:11, Reinforced Stone
ic2:resource:12, Basic Machine Casing
ic2:resource:13, Advanced Machine Casing
ic2:resource:14, Reactor Pressure Vessel
ic2:resource:15, Silver Block
ic2:leaves, ic2.leaves.name
ic2:rubber_wood, ic2.rubber_wood.name
ic2:sapling, ic2.sapling.rubber.name
ic2:scaffold:0, Scaffold
ic2:scaffold:1, Reinforced Scaffold
ic2:scaffold:2, Iron Scaffold
ic2:scaffold:3, Reinforced Iron Scaffold
ic2:fence:0, Iron Fence
ic2:sheet:0, Resin Sheet
ic2:sheet:1, Rubber Sheet
ic2:sheet:2, Wool Sheet
ic2:glass:0, Reinforced Glass
ic2:foam:0, Construction Foam
ic2:foam:1, Reinforced Construction Foam
ic2:wall:0, Construction Foam Wall (Black)
ic2:wall:1, Construction Foam Wall (Blue)
ic2:wall:2, Construction Foam Wall (Brown)
ic2:wall:3, Construction Foam Wall (Cyan)
ic2:wall:4, Construction Foam Wall (Gray)
ic2:wall:5, Construction Foam Wall (Green)
ic2:wall:6, Construction Foam Wall (Light Blue)
ic2:wall:7, Construction Foam Wall (Light Gray)
ic2:wall:8, Construction Foam Wall (Lime)
ic2:wall:9, Construction Foam Wall (Magenta)
ic2:wall:10, Construction Foam Wall (Orange)
ic2:wall:11, Construction Foam Wall (Pink)
ic2:wall:12, Construction Foam Wall (Purple)
ic2:wall:13, Construction Foam Wall (Red)
ic2:wall:14, Construction Foam Wall (White)
ic2:wall:15, Construction Foam Wall (Yellow)
ic2:mining_pipe:0, Mining Pipe
ic2:reinforced_door, ic2.reinforced_door.name
ic2:refractory_bricks, ic2.refractory_bricks.name
ic2:uu_matter, ic2.uu_matter.name
ic2:construction_foam, ic2.construction_foam.name
ic2:coolant, ic2.coolant.name
ic2:creosote, ic2.creosote.name
ic2:hot_coolant, ic2.hot_coolant.name
ic2:pahoehoe_lava, ic2.pahoehoe_lava.name
ic2:biomass, ic2.biomass.name
ic2:biogas, ic2.biogas.name
ic2:distilled_water, ic2.distilled_water.name
ic2:superheated_steam, ic2.superheated_steam.name
ic2:steam, ic2.steam.name
ic2:hot_water, ic2.hot_water.name
ic2:weed_ex, ic2.weed_ex.name
ic2:air, ic2.air.name
ic2:hydrogen, ic2.hydrogen.name
ic2:oxygen, ic2.oxygen.name
ic2:heavy_water, ic2.heavy_water.name
ic2:milk, ic2.milk.name
ic2:advanced_batpack, ic2.advanced_batpack.name
ic2:alloy_chestplate, ic2.alloy_chestplate.name
ic2:batpack, ic2.batpack.name
ic2:bronze_boots, ic2.bronze_boots.name
ic2:bronze_chestplate, ic2.bronze_chestplate.name
ic2:bronze_helmet, ic2.bronze_helmet.name
ic2:bronze_leggings, ic2.bronze_leggings.name
ic2:cf_pack, ic2.cf_pack.name
ic2:energy_pack, ic2.energy_pack.name
ic2:hazmat_chestplate, ic2.hazmat_chestplate.name
ic2:hazmat_helmet, ic2.hazmat_helmet.name
ic2:hazmat_leggings, ic2.hazmat_leggings.name
ic2:jetpack, ic2.jetpack.name
ic2:jetpack_electric, ic2.jetpack_electric.name
ic2:lappack, ic2.lappack.name
ic2:nano_boots, ic2.nano_boots.name
ic2:nano_chestplate, ic2.nano_chestplate.name
ic2:nano_helmet, ic2.nano_helmet.name
ic2:nano_leggings, ic2.nano_leggings.name
ic2:nightvision_goggles, ic2.nightvision_goggles.name
ic2:quantum_boots, ic2.quantum_boots.name
ic2:quantum_chestplate, ic2.quantum_chestplate.name
ic2:quantum_helmet, ic2.quantum_helmet.name
ic2:quantum_leggings, ic2.quantum_leggings.name
ic2:rubber_boots, ic2.rubber_boots.name
ic2:solar_helmet, ic2.solar_helmet.name
ic2:static_boots, ic2.static_boots.name
ic2:boat:0, Damaged Rubber Dinghy
ic2:boat:1, Rubber Dinghy
ic2:boat:2, Carbon Fiber Canoe
ic2:boat:3, Electric Boat
ic2:barrel, ic2.barrel.name
ic2:mug:0, Stone Mug
ic2:mug:1, Cold Coffee
ic2:mug:2, Dark Coffee
ic2:mug:3, Coffee
ic2:booze_mug, ic2.booze_mug.name
ic2:crushed:0, Crushed Copper Ore
ic2:crushed:1, Crushed Gold Ore
ic2:crushed:2, Crushed Iron Ore
ic2:crushed:3, Crushed Lead Ore
ic2:crushed:4, Crushed Silver Ore
ic2:crushed:5, Crushed Tin Ore
ic2:crushed:6, Crushed Uranium Ore
ic2:purified:0, Purified Crushed Copper Ore
ic2:purified:1, Purified Crushed Gold Ore
ic2:purified:2, Purified Crushed Iron Ore
ic2:purified:3, Purified Crushed Lead Ore
ic2:purified:4, Purified Crushed Silver Ore
ic2:purified:5, Purified Crushed Tin Ore
ic2:purified:6, Purified Crushed Uranium Ore
ic2:dust:0, Bronze Dust
ic2:dust:1, Clay Dust
ic2:dust:2, Coal Dust
ic2:dust:3, Hydrated Coal Dust
ic2:dust:4, Copper Dust
ic2:dust:5, Diamond Dust
ic2:dust:6, Energium Dust
ic2:dust:7, Gold Dust
ic2:dust:8, Iron Dust
ic2:dust:9, Lapis Lazuli Dust
ic2:dust:10, Lead Dust
ic2:dust:11, Lithium Dust
ic2:dust:12, Obsidian Dust
ic2:dust:13, Silicon Dioxide
ic2:dust:14, Silver Dust
ic2:dust:15, Stone Dust
ic2:dust:16, Sulfur Dust
ic2:dust:17, Tin Dust
ic2:dust:18, Tiny Pile of Bronze Dust
ic2:dust:19, Tiny Pile of Copper Dust
ic2:dust:20, Tiny Pile of Gold Dust
ic2:dust:21, Tiny Pile of Iron Dust
ic2:dust:22, Tiny Pile of Lapis Dust
ic2:dust:23, Tiny Pile of Lead Dust
ic2:dust:24, Tiny Pile of Lithium Dust
ic2:dust:25, Tiny Pile of Obsidian Dust
ic2:dust:26, Tiny Pile of Silver Dust
ic2:dust:27, Tiny Pile of Sulfur Dust
ic2:dust:28, Tiny Pile of Tin Dust
ic2:dust:29, Hydrated Tin Dust
ic2:dust:30, Netherrack Dust
ic2:dust:31, Ender Pearl Dust
ic2:dust:32, Ender Eye Dust
ic2:dust:33, Milk Powder
ic2:dust:34, Emerald Dust
ic2:dust:35, Tiny Pile of Emerald Dust
ic2:dust:36, Tiny Pile of Diamond Dust
ic2:ingot:0, Mixed Metal Ingot
ic2:ingot:1, Bronze Ingot
ic2:ingot:2, Copper Ingot
ic2:ingot:3, Lead Ingot
ic2:ingot:4, Silver Ingot
ic2:ingot:5, Steel Ingot
ic2:ingot:6, Tin Ingot
ic2:plate:0, Bronze Plate
ic2:plate:1, Copper Plate
ic2:plate:2, Gold Plate
ic2:plate:3, Iron Plate
ic2:plate:4, Lapis Lazuli Plate
ic2:plate:5, Lead Plate
ic2:plate:6, Obsidian Plate
ic2:plate:7, Steel Plate
ic2:plate:8, Tin Plate
ic2:plate:9, Dense Bronze Plate
ic2:plate:10, Dense Copper Plate
ic2:plate:11, Dense Gold Plate
ic2:plate:12, Dense Iron Plate
ic2:plate:13, Dense Lapis Lazuli Plate
ic2:plate:14, Dense Lead Plate
ic2:plate:15, Dense Obsidian Plate
ic2:plate:16, Dense Steel Plate
ic2:plate:17, Dense Tin Plate
ic2:casing:0, Bronze Item Casing
ic2:casing:1, Copper Item Casing
ic2:casing:2, Gold Item Casing
ic2:casing:3, Iron Item Casing
ic2:casing:4, Lead Item Casing
ic2:casing:5, Steel Item Casing
ic2:casing:6, Tin Item Casing
ic2:nuclear:0, Enriched Uranium Nuclear Fuel
ic2:nuclear:1, Uranium 235
ic2:nuclear:2, Uranium 238
ic2:nuclear:3, Plutonium
ic2:nuclear:4, MOX Nuclear Fuel
ic2:nuclear:5, Tiny Pile of Uranium 235
ic2:nuclear:6, Tiny Pile of Uranium 238
ic2:nuclear:7, Tiny Pile of Plutonium
ic2:nuclear:8, Pellets of Enriched Uranium Nuclear Fuel
ic2:nuclear:9, Pellets of MOX Nuclear Fuel
ic2:nuclear:10, Pellets of RTG Fuel
ic2:nuclear:11, Fuel Rod (Depleted Uranium)
ic2:nuclear:12, Dual Fuel Rod (Depleted Uranium)
ic2:nuclear:13, Quad Fuel Rod (Depleted Uranium)
ic2:nuclear:14, Fuel Rod (Depleted MOX)
ic2:nuclear:15, Dual Fuel Rod (Depleted MOX)
ic2:nuclear:16, Quad Fuel Rod (Depleted MOX)
ic2:misc_resource:0, Ashes
ic2:misc_resource:1, Iridium Ore
ic2:misc_resource:2, Iridium Shard
ic2:misc_resource:3, UU-Matter
ic2:misc_resource:4, Sticky Resin
ic2:misc_resource:5, Slag
ic2:misc_resource:6, Iodine
ic2:misc_resource:7, Water
ic2:misc_resource:8, Lava
ic2:crafting:0, Rubber
ic2:crafting:1, Electronic Circuit
ic2:crafting:2, Advanced Circuit
ic2:crafting:3, Advanced Alloy
ic2:crafting:4, Iridium Reinforced Plate
ic2:crafting:5, Coil
ic2:crafting:6, Electric Motor
ic2:crafting:7, Heat Conductor
ic2:crafting:8, Copper Boiler
ic2:crafting:9, Fuel Rod (Empty)
ic2:crafting:10, Tin Can
ic2:crafting:11, Small Power Unit
ic2:crafting:12, Power Unit
ic2:crafting:13, Raw Carbon Fibre
